Ano,Mes,IBC_BR_s_0.0,IBC_BR_pred_s_0.0,Erro_s__s_0.0,IBC_BR_s_0.05,IBC_BR_pred_s_0.05,Erro_s__s_0.05,IBC_BR_s_0.1,IBC_BR_pred_s_0.1,Erro_s__s_0.1,IBC_BR_s_0.15,IBC_BR_pred_s_0.15,Erro_s__s_0.15,IBC_BR_s_0.2,IBC_BR_pred_s_0.2,Erro_s__s_0.2,IBC_BR_s_0.25,IBC_BR_pred_s_0.25,Erro_s__s_0.25
2020,3,131.88,143.14092349557444,2.156439952774962,131.88,139.2470857518615,0.25747131009143714,131.8799999999998,135.7533129456685,0.29310020548893423,135.7537313967223,137.5397737973882,0.8903449310580005,137.9766934840089,138.12549719409915,0.025321868251886145,138.1392215199322,138.2984974752695,0.00937958154477671
2020,4,119.83,138.18603987386996,1.1883260692530182,119.83,137.1261001240554,0.32417568170010114,131.66499999999996,134.4318669919951,0.15190988812257397,135.45088654659915,136.48925993976553,1.35424493174601,137.88703839525374,137.79911361034974,0.04784622110515398,138.0576900587748,138.17029296143724,0.013425644734042768
2020,5,121.5,136.77326702105748,1.5696185640148628,121.5,134.94050547678077,0.7005074103452924,131.68069965277405,133.68542268099546,1.0294760831205292,134.00144091914433,136.6579519923696,1.3626840047642494,137.91891988062378,137.83064908890324,0.020301919963598106,137.98244337386828,138.07860864527348,0.00010217424923254015
2020,6,127.97,138.48954292597483,1.247423567421536,127.97000000000382,135.12192674609875,0.3601592388687723,131.69465373551546,132.85128434898127,0.5544483147193194,131.43948515979022,135.7769160219726,1.8069160696893667,138.0999895562457,137.79557736053832,0.005687019527900436,137.90236261394836,138.01557112937408,0.010278285389719706
2020,7,131.02,136.80831912654006,3.0599157665622596,130.94248867912762,135.2390105953009,0.5222845916080295,131.06013400117396,134.01778961345548,0.43871593433027434,131.97022033011336,134.51134599399873,2.5784514465352384,138.21620022600692,137.9795291182624,0.0371333198628728,137.81534933334603,137.9249475442881,0.010724394015773823
2020,8,133.16,140.33683882912177,1.4882844404958946,133.18755593882346,138.7440086620363,1.1104914214192034,133.12347892414095,135.86554176677447,0.9067133072833349,133.44167950986008,136.68998501213215,1.9865506610917327,138.311766446478,138.10043894185964,0.016999178488304033,137.72118235031908,137.8462099640923,0.0034007152027469485
2020,9,135.4,138.33979877926575,1.644093998062045,135.1950899474146,137.8944622515028,0.2851089870686944,134.9115330125976,136.93477059750265,0.7338279035324936,134.95588778802372,137.97176518146063,4.411585583431466,138.41327369342272,138.1908480694872,0.019871745887293204,137.6202968857164,137.75736664066923,0.005101071748708598
2020,10,136.94,138.91752849823928,2.3981830248549856,136.81160379885185,136.993533772507,0.1806066520812579,136.5238860578577,137.03618514295545,0.3406916452204111,136.50491087873294,135.9585242216075,1.150331773566099,138.53132442235264,138.31603686241507,0.029454117092103257,137.51386815285028,137.66383102201033,0.005587501483678667
2020,11,138.03,139.9754266822008,2.20492712018958,138.02718795227256,136.41412160365488,0.657321396753,138.06006044025054,137.02730683714557,0.1732154355325387,138.0725162957229,136.55988910978812,0.3598337619584018,138.67580969080765,138.3954367821398,0.005717999868540026,137.40463652947182,137.56338572938228,3.006779884266578e-05
2020,12,139.11,138.49280904994026,3.1712429368867694,139.30133347794683,137.75430496253477,0.17211926068594172,139.62680563337145,137.48668653227253,0.18700685926046112,139.64208554829136,137.51639187308763,0.19066806547914034,138.8563006857041,138.52533012590663,0.017721644788429712,137.29556057528367,137.45263470888838,0.004297305030767195
2021,1,140.85,145.4556502123939,0.25582106035433455,141.03784930851896,145.09489308979883,0.07439658855142159,141.1775440035775,139.54791079899803,0.4130219511287403,141.2080788906837,138.8767869830493,0.4146336874195017,139.0804077312888,138.67219598846813,0.01241178416453055,137.18836364447932,137.35820276522725,0.004152159315517764
2021,2,143.24,145.47386511752498,0.2239099401408376,143.16535078901936,145.27144541335642,0.0742717051454663,142.72832777850383,140.4574509215639,0.48266379331542125,142.77138019998782,140.3999276647133,0.7689952933830866,139.35269304056047,138.84053168221334,0.022292152553349782,137.08338142094473,137.2524009871092,0.01265499841280304
