Ano,Mes,selic_s_0.0,selic_pred_s_0.0,Erro_s__s_0.0,selic_s_0.05,selic_pred_s_0.05,Erro_s__s_0.05,selic_s_0.1,selic_pred_s_0.1,Erro_s__s_0.1,selic_s_0.15,selic_pred_s_0.15,Erro_s__s_0.15,selic_s_0.2,selic_pred_s_0.2,Erro_s__s_0.2,selic_s_0.25,selic_pred_s_0.25,Erro_s__s_0.25
2020,6,2.55,10.040455705357221,0.1632391829530638,2.5843580217123994,11.659427178602463,0.4931737956270465,2.6948770534591624,10.084565930076312,0.17291414940430966,2.766643004311982,4.950071127734348,0.4114065972562787,2.8896840895746707,8.587906217201624,3.1155704937876236,3.03009386251014,5.546765499385557,1.4559779640326214
2020,7,2.3,9.851479175879208,0.15645432009234592,2.268541809724314,8.293710981043137,0.22642966473892684,2.4080634707935773,9.596214299693797,0.17673309680180788,2.5189273220169075,5.034070921176732,1.2379765837064072,2.667285961811888,10.204860640563039,2.3964427779188884,2.845672241201059,3.8410652398334904,0.3675744579389509
2020,8,1.94,8.990620344603471,0.14626921107196086,2.0433140126926332,8.777697179277904,0.15919483261865433,2.1882889388189763,8.913615926386452,0.21838497478980795,2.3083393793565152,3.323008947859203,0.18404199845748256,2.474224809033544,6.528218026475584,2.2853679408849454,2.6612694790946763,3.4185412989700126,0.42053739447190364
2020,9,1.94,6.133688583645491,0.13137208338622264,1.94,6.859730503698699,0.24874788723846128,2.0410310835334013,8.1189504428045,0.23388605604452573,2.1343371419733552,12.154600617241801,0.06337927137866874,2.3466798055160045,5.321668277654537,1.6930502737946334,2.4766343458697904,3.208964474641158,0.5493973790820806
2020,10,1.94,9.807577739622555,0.37436879978079296,1.9027915933386894,5.517170642611777,0.3001064797090747,1.942430889750291,7.3446231814654634,0.4286485950795821,2.018721416053277,3.889745593217632,0.5411176957848348,2.216443244758563,3.860690325747138,1.0995791527403826,2.292975349538943,2.997368558913716,0.513265714246504
2020,11,1.81,4.9871512654827574,0.1766407170847223,1.8844764879339113,4.6498266222502735,0.41789850207522017,1.884593230342342,6.744747551583367,0.6306862842110964,1.9916558678008385,3.058234579888948,0.6013136382719786,2.0858749044631386,3.098051894146615,0.50215709186709,2.1113897664446126,2.70080636314087,0.32127356159354686
2020,12,1.94,4.4753054368904674,0.4747384049036815,1.865519949868939,4.022956491135538,0.17324563989392922,1.8917855362289178,5.494547649507859,0.7673503810787388,1.9465021981421275,2.578213771987144,0.1559452023711154,1.9579388017637183,2.6818783098448127,0.41618670827126725,1.9327459837462306,2.557803292618097,0.36676790594293324
2021,1,1.81,5.517290217838616,0.17868872161216082,1.778902031109633,5.675195061038584,0.13653205502226043,1.9311826117511781,3.5422587274895863,0.1597329258726248,1.8964051588459587,2.38675072204555,0.3575470256158661,1.8343095130518698,2.424990563059003,0.25627546740872287,1.757722943383373,2.382475549684787,0.3905459655369295
2021,2,1.57,8.53101465680383,0.4305604171873307,1.8909938268069304,9.257948492083834,0.25440125705951505,1.9025646594706085,0.7983090588874275,0.3048984451719402,1.8479954575285056,2.3017802266752088,0.1763937380525672,1.715795269807968,2.2311500553532393,0.16749856562840584,1.5867908550325285,2.1588943648755,0.26248983953529065
2021,3,2.43,10.719273711540032,0.06243615011072899,2.235094423654229,10.880038108856382,0.08666594761023995,1.8560581386542756,-0.4308828917129718,0.5364573002828931,1.8035941066163015,2.122686591759772,0.08871640819509082,1.602747830469014,2.132100668369612,0.11862842453515916,1.4202480139687128,1.9148931011188344,0.12200515857427732
2021,4,2.55,4.6149504793427,1.1210762502487426,1.7809434861740616,5.531520662759894,1.4072114893093504,1.8174924183488212,-1.5473100257987051,0.3780563144509866,1.7639160504373856,2.073649989195182,0.01806753373471385,1.495202932018916,1.9816031996740497,0.09745429676246038,1.2582180042001947,1.727676842715788,0.05057935946135584
2021,5,0.84,2.96728318422305,1.1419620956523586,1.2570549491273413,3.471001345819024,0.8923959955228924,1.779234084795082,-1.8775792135297298,0.5624653678799871,1.7271099560272851,2.094758628592834,0.015436580512845065,1.3923667939532633,1.8714274562878606,0.07165764163575924,1.1004177613164705,1.559399140524606,0.040885212090024756
